homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
4,10,7,10,3,9,66,0,0,0,0,0,341,341,16,12022,11,3,593,9,110152,11,1,5,13,0,1,0,0,0,3,1,0,48
4,13,7,15,3,10,40,0,0,0,0,0,341,341,16,2200,5,2,594,9,110781,5,1,13,10,3,2,0,2,0,3,1,0,37
4,18,3,17,3,12,0,0,0,0,0,0,341,341,16,0,5,1,595,9,111035,5,0,5,4,1,2,0,2,0,5,0,1,14
5,6,7,13,1,5,46,0,0,0,0,0,341,341,16,1022,11,2,596,9,111678,11,1,11,12,1,0,1,0,0,3,0,3,44
21,6,17,11,11,14,33,0,0,0,0,0,349,349,0,2101,3,5,597,26,101144,3,3,8,33,2,4,0,1,0,5,5,4,36
18,4,16,16,16,23,40,0,0,0,0,0,349,349,9,20200,5,4,598,26,101145,5,5,9,29,4,8,0,2,0,7,1,1,30
18,9,19,8,14,13,26,0,0,0,0,0,349,349,0,12000,8,5,599,26,101146,8,5,3,36,0,6,0,2,0,4,4,2,36
11,2,20,7,15,23,66,0,0,0,0,0,349,349,0,22102,8,8,600,26,101147,8,3,0,39,3,3,0,0,0,6,3,3,56
15,3,20,6,13,14,66,0,0,0,0,0,349,349,0,22021,9,6,601,26,101148,9,4,9,40,1,2,0,1,0,4,5,5,43
14,14,16,10,21,24,46,0,0,0,0,0,349,349,0,10202,3,4,602,26,101149,3,6,5,34,1,5,0,0,0,7,1,3,43
12,13,19,3,14,12,13,0,0,0,0,0,349,349,0,110,9,7,603,26,101150,9,5,8,42,0,3,0,2,0,5,3,3,36
26,5,24,14,19,19,40,0,0,0,0,0,349,349,9,2020,5,3,604,26,101151,5,5,3,29,2,7,0,2,0,6,2,3,30
8,7,14,9,19,19,46,0,0,0,0,0,349,349,0,21002,8,5,605,26,111575,8,4,8,35,1,4,0,0,0,5,5,3,50
9,1,22,2,17,10,66,0,0,0,0,1,349,349,0,12202,9,7,606,25,111730,9,8,9,49,1,4,0,0,0,2,2,2,73
20,18,24,12,18,25,80,0,0,0,0,0,349,349,0,22220,3,5,607,25,112092,3,4,5,31,1,5,0,2,0,7,1,3,73
11,10,18,17,9,27,46,0,0,0,0,0,349,349,9,10022,5,6,608,26,112093,5,1,3,27,3,3,0,0,0,10,2,4,40
13,11,20,5,15,23,66,0,0,0,0,0,349,349,0,12220,9,7,609,25,112444,9,4,3,41,0,3,0,2,0,3,6,2,50
21,17,16,18,15,27,20,0,0,0,0,0,349,349,9,2,5,3,610,26,112448,5,4,5,24,3,7,0,0,0,9,1,2,23
24,12,20,4,16,13,80,0,0,0,0,0,349,349,0,22022,9,6,611,26,112836,9,6,3,41,0,4,0,0,0,5,1,4,63
12,15,22,1,19,8,46,0,0,0,0,0,349,349,0,10220,0,8,612,26,113157,0,9,3,55,0,3,0,2,0,2,2,2,50
12,8,15,15,6,15,53,0,0,0,0,0,349,349,9,10212,5,6,613,26,113160,5,1,3,29,2,5,0,0,0,6,5,3,50
13,16,9,13,21,22,26,0,0,0,0,0,349,349,0,120,5,4,614,25,113161,5,4,5,30,2,5,0,2,0,6,3,3,40
0,1,1,2,3,1,100,0,0,1,1,1,350,350,0,22,9,1,615,2,605,9,1,3,6,0,0,1,0,1,0,0,0,100
3,9,0,16,0,1,0,0,1,0,0,0,350,350,0,0,4,0,616,2,607,4,0,3,0,3,1,0,2,0,1,0,0,0
0,10,1,3,3,1,100,0,0,1,1,0,350,350,0,22,9,1,617,2,111674,9,1,5,6,0,0,1,0,1,0,0,0,100
3,4,4,6,0,0,66,0,0,1,1,0,350,350,0,12,8,1,618,2,112096,8,0,9,4,2,0,1,0,1,0,0,1,66
1,3,2,1,5,1,100,0,0,1,1,0,350,350,0,222,0,1,619,3,112139,0,2,5,9,0,0,1,0,1,0,0,0,100
1,2,1,5,2,0,66,0,0,1,1,0,350,350,0,12,8,0,620,2,112387,8,1,0,4,3,0,1,0,1,0,0,1,66
2,6,2,12,1,2,16,0,1,0,0,0,350,350,0,10,5,0,621,2,112389,5,0,8,1,3,0,1,2,0,1,0,1,16
0,5,0,9,0,0,33,0,1,1,1,0,350,350,0,11,3,0,622,2,112390,3,0,8,2,2,0,1,1,1,0,1,1,33
3,12,0,4,3,0,44,0,0,0,0,0,350,350,0,120,8,0,623,3,112391,8,1,5,4,0,1,0,2,1,0,0,1,44
3,13,1,13,1,1,16,0,1,0,0,0,350,350,0,10,5,0,624,2,112392,5,0,5,1,1,1,0,2,1,0,1,0,16
0,7,0,7,2,2,33,0,1,1,1,0,350,350,0,11,3,0,625,2,112393,3,0,5,2,0,0,1,1,1,0,2,0,33
0,15,0,10,0,0,33,0,1,1,1,0,350,350,0,11,3,0,626,2,112408,3,0,5,2,0,0,1,1,1,0,1,1,33
0,11,0,11,4,5,16,0,1,0,0,0,350,350,0,10,3,0,627,2,112990,3,0,9,1,3,0,1,2,0,1,1,0,16
3,8,1,14,0,1,0,0,1,0,0,0,350,350,0,0,4,0,628,2,113057,4,0,3,0,3,1,0,2,0,1,0,0,0
4,14,1,15,0,0,0,0,1,0,0,0,350,350,0,0,4,0,629,2,113219,4,0,5,0,2,2,0,2,1,0,0,0,0
1,16,1,8,0,0,33,0,1,1,1,0,350,350,0,11,3,0,630,2,113222,3,0,3,2,1,0,1,1,1,0,1,1,33
0,5,0,1,0,0,0,0,0,0,0,0,351,351,0,0,0,0,631,0,111393,16,0,14,0,0,0,0,0,0,0,0,0,0
0,6,0,2,0,0,0,0,0,0,0,0,351,351,0,0,0,0,632,0,111395,15,0,13,0,0,0,0,0,0,0,0,0,0
0,10,0,3,0,0,0,0,0,0,0,0,351,351,0,0,0,0,633,0,111396,14,0,11,0,0,0,0,0,0,0,0,0,0
0,4,0,5,0,0,0,0,0,0,0,1,351,351,0,0,0,0,634,0,111397,13,0,16,0,0,0,0,0,0,0,0,0,0
0,2,0,6,0,0,0,0,0,0,0,0,351,351,0,0,0,0,635,0,111398,13,0,15,0,0,0,0,0,0,0,0,0,0
0,8,0,7,0,0,0,0,0,0,0,0,351,351,0,0,0,0,636,0,111399,11,0,13,0,0,0,0,0,0,0,0,0,0
0,1,0,8,0,0,0,0,0,0,0,0,351,351,0,0,0,0,637,0,111400,11,0,16,0,0,0,0,0,0,0,0,0,0
0,9,0,9,0,0,0,0,0,0,0,0,351,351,0,0,0,0,638,0,111766,5,0,11,0,0,0,0,0,0,0,0,0,0
0,3,0,4,0,0,0,0,0,0,0,0,351,351,0,0,0,0,639,0,112224,14,0,14,0,0,0,0,0,0,0,0,0,0
0,7,0,10,0,0,0,0,0,0,0,0,351,351,0,0,0,0,640,0,112427,5,0,13,0,0,0,0,0,0,0,0,0,0
3,3,3,20,3,4,26,0,1,0,0,0,353,353,0,11110,5,0,641,5,1013,5,0,5,4,1,0,1,2,0,1,2,2,26
1,8,4,10,1,1,46,0,0,1,1,0,353,353,0,11112,3,1,642,5,1876,3,0,5,7,0,0,1,0,1,0,2,2,46
0,1,4,3,1,2,66,0,0,0,0,1,353,353,0,20122,9,2,643,5,1877,9,1,8,10,0,0,1,0,0,1,1,0,66
4,16,4,21,1,3,26,0,0,0,0,0,353,353,0,2010,5,1,644,5,101083,5,0,8,4,3,1,0,2,0,2,0,1,26
2,23,1,12,3,2,46,0,0,0,0,0,353,353,0,20012,3,1,645,5,101084,3,1,3,7,1,1,0,0,0,1,1,0,46
0,7,4,1,6,2,86,0,0,1,1,0,353,353,0,12222,0,2,646,5,101085,0,2,3,13,0,0,1,0,1,0,1,0,86
1,14,4,13,0,5,46,0,0,0,0,0,353,353,0,20102,3,2,647,5,101088,3,0,5,7,0,0,1,0,0,2,0,1,46
1,6,3,17,4,4,41,0,0,0,0,0,353,353,0,1012,3,1,648,4,110093,3,0,3,5,1,1,0,0,1,0,2,0,41
4,21,2,24,2,4,13,0,1,0,0,0,353,353,0,11000,4,0,649,5,110395,4,0,3,2,3,2,0,2,0,1,1,1,13
4,22,3,25,1,4,13,0,1,0,0,0,353,353,0,1001,4,0,650,5,110396,4,0,3,2,3,1,0,1,0,2,1,1,13
0,17,2,14,1,5,46,0,0,0,0,0,353,353,0,2120,3,2,651,5,110404,3,0,9,7,3,0,1,2,0,2,1,0,46
2,11,2,22,1,5,20,0,1,0,0,0,353,353,0,11010,5,0,652,5,110406,5,0,8,3,3,0,1,2,0,2,1,2,20
1,20,3,8,1,2,60,0,0,0,0,0,353,353,0,22200,8,2,653,5,110580,8,1,5,9,0,1,0,2,0,1,0,0,60
5,19,0,26,0,2,6,0,1,0,0,0,353,353,0,10000,4,0,654,5,110581,4,0,3,1,3,2,0,2,0,2,0,1,6
1,12,2,18,0,1,33,0,0,0,0,0,353,353,0,1120,5,1,655,5,111019,5,0,9,5,4,1,0,2,0,1,1,1,33
1,13,2,11,1,1,46,0,0,1,1,0,353,353,0,11211,3,1,656,5,111022,3,0,9,7,3,0,1,1,1,0,2,2,46
1,2,4,4,0,1,66,0,0,0,0,0,353,353,0,21202,9,3,657,5,111706,9,0,3,10,0,0,1,0,0,1,1,0,66
3,25,2,7,3,1,60,0,0,0,0,0,353,353,0,2202,8,1,658,5,111707,8,2,0,9,3,1,0,0,0,1,0,0,60
3,15,7,2,3,2,73,0,0,1,1,0,353,353,0,11222,9,2,659,5,111708,9,1,9,11,1,0,1,0,1,0,1,1,73
2,9,2,5,4,2,60,0,0,1,1,0,353,353,0,11212,9,0,660,5,111710,9,2,8,9,0,0,1,0,1,0,1,2,60
0,4,3,9,3,3,53,0,0,0,0,0,353,353,0,10122,8,1,661,5,111711,8,1,3,8,0,0,1,0,0,1,0,2,53
2,18,2,19,3,6,33,0,0,0,0,0,353,353,0,12100,5,1,662,5,111713,5,0,5,5,1,1,0,2,0,1,2,0,33
2,26,2,23,0,3,16,0,1,0,0,0,353,353,0,1010,4,0,663,4,111714,4,0,5,2,2,0,1,2,0,2,0,2,16
4,24,4,16,4,5,40,0,0,0,0,0,353,353,0,11120,3,0,664,5,111715,3,1,5,6,0,0,1,2,0,1,1,2,40
2,10,4,6,1,1,60,0,0,1,1,0,353,353,0,21112,8,2,665,5,111716,8,0,5,9,0,0,1,0,1,0,2,1,60
1,5,1,15,3,3,40,0,0,0,0,0,353,353,0,220,3,1,666,5,112670,3,1,5,6,0,1,0,2,0,2,0,0,40
0,2,0,2,0,0,0,0,0,0,0,0,382,382,0,0,0,0,667,0,111592,0,0,0,0,0,0,0,0,0,0,0,0,0
15,11,18,11,13,25,26,0,0,0,0,0,2012,2012,0,20001,3,5,668,22,110955,3,2,3,27,1,2,0,1,0,7,2,4,23
11,6,19,4,19,16,40,0,0,0,0,0,2012,2012,0,20002,8,7,669,22,111724,8,5,8,41,1,2,0,0,0,3,4,1,56
19,9,35,3,19,16,60,0,0,0,0,0,2012,2012,0,20220,9,8,670,22,111768,9,5,3,45,0,0,1,2,0,3,2,4,66
14,7,20,7,15,22,53,0,0,0,0,0,2012,2012,0,20112,3,5,671,22,111769,3,3,3,29,1,4,0,0,0,5,2,3,50
23,13,20,12,9,12,13,0,0,0,0,0,2012,2012,0,11000,3,4,672,22,111774,3,3,3,26,1,5,0,2,0,5,3,2,36
18,14,7,15,10,18,6,0,0,0,0,0,2012,2012,8,10,4,2,673,22,111779,4,3,5,19,2,5,0,2,0,8,1,3,26
8,1,31,2,24,17,80,0,0,0,0,1,2012,2012,0,22220,9,9,674,22,111839,9,5,0,45,2,1,0,2,0,4,2,1,80
7,12,18,5,11,14,46,0,0,0,0,0,2012,2012,0,11211,8,6,675,22,112162,8,3,3,35,0,1,0,1,0,4,4,4,50
18,10,16,14,11,19,33,0,0,0,0,0,2012,2012,8,10102,5,3,676,22,112165,5,2,3,20,2,6,0,0,0,6,3,2,30
14,15,20,13,6,27,66,0,0,0,0,0,2012,2012,0,2122,5,6,677,22,112378,5,1,5,26,1,2,0,0,0,8,2,3,53
22,5,25,8,16,23,40,0,0,0,0,0,2012,2012,0,2020,3,5,678,22,112429,3,3,8,28,2,4,0,2,0,6,2,2,36
18,16,17,9,8,14,46,0,0,0,0,0,2012,2012,0,2210,3,5,679,22,112537,3,2,5,28,0,4,0,2,0,4,4,3,40
8,2,29,1,26,14,86,0,0,0,0,0,2012,2012,0,22122,0,9,680,22,112540,0,6,0,49,1,1,0,0,0,2,3,1,83
18,8,11,16,15,32,26,0,0,0,0,0,2012,2012,8,2010,4,1,681,22,112977,4,2,3,12,3,6,0,2,0,10,1,2,26
11,4,14,6,19,22,53,0,0,0,0,0,2012,2012,0,2112,3,4,682,22,112978,3,3,9,29,3,3,0,0,0,4,4,4,43
13,3,11,10,16,20,33,0,0,0,0,0,2012,2012,0,10210,3,4,683,22,112983,3,3,9,27,3,5,0,2,0,4,3,3,30
0,2,0,2,0,0,0,0,0,0,0,0,2028,2028,0,0,0,0,684,0,112264,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,7,9,4,6,46,0,0,0,0,0,2076,2076,6,20021,3,2,685,7,27,3,1,3,10,1,1,0,1,0,2,0,1,47
5,18,5,17,2,4,20,0,0,0,0,0,2076,20,6,111,4,1,686,7,29,4,0,6,7,4,1,0,1,0,1,2,2,33
2,20,7,5,8,6,53,0,0,0,0,0,2076,2076,6,10221,8,2,687,7,33,8,1,5,11,0,1,0,1,0,1,2,0,52
3,18,6,11,3,5,20,0,0,0,0,0,2076,2076,6,10101,3,1,688,7,162,3,1,7,9,3,0,1,1,0,2,0,3,42
6,19,6,1,4,0,86,0,0,0,0,0,2076,2076,6,22122,6,2,689,7,167,6,3,3,16,0,1,0,0,1,0,0,1,76
2,9,5,2,7,4,66,0,0,0,0,0,2076,2076,6,12220,6,2,690,7,172,6,2,3,14,0,1,0,2,1,0,1,1,66
4,17,7,4,3,1,40,0,0,0,0,0,2076,2076,6,11210,8,2,691,7,487,8,1,5,12,0,1,0,2,1,0,2,1,57
7,4,7,16,5,7,26,0,0,0,0,0,2076,2076,6,1002,5,1,692,7,492,5,1,5,7,1,2,0,0,0,2,0,1,33
3,10,2,13,7,9,40,0,0,0,0,0,2076,2076,6,22000,3,1,693,7,531,3,2,3,9,1,2,0,2,0,2,0,0,42
9,12,9,15,1,2,46,0,0,0,0,0,2076,2076,6,20012,5,2,694,7,550,5,0,5,8,1,2,0,0,0,1,2,0,38
5,3,3,8,3,1,53,0,0,0,0,0,2076,2076,6,21102,3,0,695,7,1832,3,2,3,10,1,1,0,0,1,0,2,2,47
5,8,3,7,7,5,46,0,0,0,0,0,2076,2076,6,221,3,1,696,7,110169,3,2,8,10,2,2,0,1,0,1,1,0,47
4,5,6,3,8,5,80,0,0,0,0,0,2076,2076,6,2222,7,2,697,7,110197,7,2,5,12,0,1,0,0,0,2,0,0,57
3,13,4,6,5,4,66,0,0,0,0,0,2076,2076,6,22210,8,1,698,7,110482,8,2,3,10,0,1,0,2,0,2,0,1,47
4,17,4,19,3,8,33,0,0,0,0,0,2076,20,6,11002,4,1,699,7,110500,4,0,6,6,4,1,0,0,0,2,1,2,28
6,11,5,10,3,6,26,0,0,0,0,0,2076,2076,6,1200,3,2,700,7,110591,3,1,8,10,2,1,0,2,0,2,1,0,47
1,15,4,12,4,6,33,0,0,0,0,0,2076,2076,6,12010,3,2,701,7,110592,3,0,8,9,2,0,1,2,0,2,2,1,42
5,7,2,20,3,7,26,0,0,0,0,0,2076,2076,6,2100,4,1,702,7,110597,4,0,5,5,2,2,0,2,0,2,2,0,23
4,16,2,18,4,7,40,0,0,0,0,0,2076,2076,6,22,4,1,703,7,110700,4,1,3,7,3,2,0,0,0,2,0,1,33
2,14,2,14,4,3,46,0,0,0,0,0,2076,2076,6,21111,3,0,704,7,111379,3,1,3,8,1,0,1,1,0,1,2,3,38
0,2,0,5,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,705,0,112998,0,0,0,2011,0,0,0,0,0,0,0,0,0
0,2,0,8,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,706,0,112999,0,0,0,1982,0,0,0,0,0,0,0,0,0
0,2,0,10,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,707,0,113000,0,0,0,1938,0,0,0,0,0,0,0,0,0
0,2,0,4,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,708,0,113002,0,0,0,2021,0,0,0,0,0,0,0,0,0
0,2,0,3,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,709,0,113003,0,0,0,2064,0,0,0,0,0,0,0,0,0
0,2,0,2,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,710,0,113004,0,0,0,2115,0,0,0,0,0,0,0,0,0
0,2,0,18,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,711,0,113005,0,0,0,1847,0,0,0,0,0,0,0,0,0
0,2,0,11,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,712,0,113007,0,0,0,1923,0,0,0,0,0,0,0,0,0
0,2,0,6,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,713,0,113008,0,0,0,2002,0,0,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,714,0,113009,0,0,0,2168,0,0,0,0,0,0,0,0,0
0,2,0,27,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,715,0,113010,0,0,0,1732,0,0,0,0,0,0,0,0,0
0,2,0,13,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,716,0,113011,0,0,0,1902,0,0,0,0,0,0,0,0,0
0,2,0,14,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,717,0,113012,0,0,0,1861,0,0,0,0,0,0,0,0,0
0,2,0,29,0,0,0,0,0,0,0,0,2136,2136,0,0,0,0,718,0,113258,0,0,0,1220,0,0,0,0,0,0,0,0,0
0,2,0,2,0,0,0,0,0,0,0,0,383,383,0,0,0,0,747,0,112428,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
