assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,teamcolor3b,defmentality,powid,defensivestyle,rightfreekicktakerid,flamethrowercannon,domesticprestige,genericint2,defensivedepth,hasvikingclap,jerseytype,popularity,hastifo,teamstadiumcapacity,iscompetitionscarfenabled,cityid,defensivewidth,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,playersinboxcorner,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,uefa_cl_wins,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,uefa_el_wins,trait1vequal,suittypeid,numtransfersin,playersinboxfk,stanchionflamethrower,captainid,offensivestyle,personalityid,playersinboxcross,prev_el_champ,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,offensivewidth,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
111397,126,46,3,12500,255,255,2004,137,94,1,-37,148,1,255,Melbourne Victory,152,44,-1,1,172208,4,10,-1,4,0,2,5,0,30050,1,311,3,111400,0,70,67,70,67,2,144,52,65,65,1,0,59,172208,1,172040,39,200535,1,0,1,31,2,200535,1,111397,0,1056776,0,0,2,0,149270,1,1,2,0,172208,4,0,0,0,52,2000000,59,67,3,31,3,10,172208,172208,2,0,5,353,0,-1,39,1073160,67
111398,126,86,2,7000,39,235,2000,207,155,1,-32,173,10,45,Newcastle Jets,99,25,-1,0,202208,4,3,-1,2,0,2,2,0,33000,1,341,3,111396,0,66,65,66,67,2,151,68,64,64,1,0,35,202208,1,1082689,51,202208,1,0,0,25,2,202208,5,111398,0,526657,2,0,2,0,181477,3,0,2,0,202208,1,0,0,0,72,2000000,61,65,3,41,5,10,202208,202208,2,0,1,353,0,-1,51,526657,67
111399,126,40,93,8500,255,255,1995,90,130,2,-31,50,2,255,Perth Glory,110,46,-1,1,162900,4,4,-1,4,0,2,2,0,20500,1,376,6,111766,0,65,66,65,69,2,115,37,67,67,1,0,32,162900,0,1049920,44,162900,0,0,0,49,2,162900,2,111399,0,1066304,0,0,2,0,162471,0,0,2,0,162900,0,0,0,0,40,2000000,40,66,6,40,4,8,147006,162900,2,0,1,353,0,-1,80,543040,69
111400,126,200,140,12500,107,5,2004,255,255,2,-33,255,1,62,Sydney FC,255,66,-1,4,209359,4,10,-1,6,0,2,4,0,45500,1,472,5,112427,2,69,66,69,68,2,151,39,65,65,1,0,62,209359,1,66584,41,209359,1,0,1,62,4,209359,1,111400,0,148504,2,0,2,0,181479,0,0,3,0,209359,3,0,0,1,37,2000000,52,66,5,32,3,10,163828,209359,2,0,5,353,0,-1,72,526360,68
111434,6,28,237,15000,133,128,1903,237,36,3,45,28,2,130,Cremonese,36,75,-1,2,235163,4,5,-1,7,0,2,4,0,20641,1,650,4,190,1,69,69,68,68,2,10,52,70,69,1,0,62,235163,1,139264,72,235163,1,0,0,52,4,137406,6,111434,0,319488,2,0,2,0,199517,1,1,5,0,137406,0,0,1,0,50,3900000,44,69,4,53,6,1,137406,235163,2,0,1,353,0,-1,72,1052672,69
111451,6,136,0,0,255,255,1925,12,55,2,-16,144,3,255,Bolivia,88,47,-1,1,181375,4,10,-1,4,0,2,0,0,45143,0,0,6,111459,1,67,67,67,75,2,-68,52,66,66,1,0,64,225708,1,1073216,52,216751,1,0,0,33,6,216751,0,111451,0,1073216,1,0,2,0,153160,1,0,2,0,181375,0,0,0,0,50,0,64,67,6,53,0,-4,181375,181375,7,0,1,353,0,-1,72,542784,75
111455,146,1,255,0,255,255,1912,1,1,10,43,1,10,255,Canada,1,28,-1,0,189462,4,10,-1,2,0,2,0,0,30000,1,0,3,1387,1,71,70,71,73,2,-79,70,65,65,1,0,23,178287,1,544836,54,178287,0,0,0,26,2,178287,0,111455,0,542788,1,0,2,0,134744,3,0,2,0,189462,0,0,0,0,68,0,74,70,3,74,0,-5,189462,189462,2,0,2,353,0,-1,74,542788,73
111459,119,0,255,0,128,0,1933,255,0,3,-33,255,2,64,Chile,255,67,-1,4,184941,4,10,-1,6,0,2,0,0,48665,1,354,4,111108,1,79,77,79,78,2,-70,36,74,74,1,0,46,199042,1,135344,50,184941,1,0,0,66,4,184941,0,111459,0,165040,0,0,2,0,174543,0,0,7,0,184941,0,0,1,0,36,0,56,77,3,36,0,-3,181872,184941,7,0,7,353,0,-1,56,1049776,78
111465,6,225,255,0,155,1,1925,218,0,2,0,12,3,55,Ecuador,24,59,-1,4,241412,4,10,-1,5,0,2,0,0,35742,0,0,4,111108,1,69,71,69,74,2,-78,53,71,71,1,0,59,204738,2,122880,69,204738,1,0,0,79,4,204738,0,111465,0,122880,1,0,2,0,199103,1,0,3,0,241412,0,0,0,0,52,0,35,71,4,47,0,-5,220295,241412,7,0,5,353,0,-1,69,542720,74
111466,6,1,1,0,255,255,1937,255,255,3,28,128,5,255,India,1,45,-1,1,190939,4,10,-1,4,0,1,0,0,60000,0,0,3,1415,1,60,61,60,62,2,77,71,60,60,0,0,36,231461,1,135424,48,245170,1,0,0,33,2,245170,0,111466,0,1052928,1,0,2,0,190939,2,0,2,0,190939,0,0,0,0,73,0,66,61,3,63,0,6,190939,190939,7,0,1,353,0,-1,48,526592,62
111473,119,255,255,0,1,1,1891,229,255,2,-41,230,2,1,New Zealand,229,74,-1,2,232669,4,10,-1,7,0,1,0,0,34500,1,0,4,1415,1,65,67,65,71,2,174,70,65,65,1,0,50,232669,1,73792,40,232669,0,0,0,60,2,232669,0,111473,0,266304,2,0,2,0,202170,2,0,4,0,232669,0,0,0,0,69,0,69,67,4,76,0,12,192123,232669,2,0,2,353,0,-1,40,266304,71
111487,6,211,244,0,193,0,1926,239,55,2,10,65,3,137,Venezuela,56,29,-1,0,191053,4,10,-1,2,0,2,0,0,37485,0,0,2,111109,1,72,72,72,74,2,-64,71,70,70,1,0,31,191053,1,299328,40,191053,1,0,0,20,4,191053,0,111487,0,526656,0,0,2,0,191053,3,0,2,0,191053,0,0,0,0,72,0,70,72,2,50,0,-4,189250,191053,7,0,2,353,0,-1,40,526656,74
111560,70,4,226,4500,10,10,1922,250,26,5,50,250,3,10,Mouscron,250,26,-1,0,204442,4,2,-1,2,0,2,1,0,10800,1,332,2,100081,1,67,67,67,68,2,3,67,66,66,1,0,27,204442,1,1052672,47,204442,1,0,0,27,2,204442,6,111560,0,526336,0,0,2,0,204442,3,0,2,0,204442,0,0,0,0,69,1900000,77,67,2,57,6,1,204442,204442,2,0,1,353,0,-1,47,526336,69
111575,139,1,204,18200,255,255,1992,1,1,5,35,1,5,255,Urawa Red Diamonds,1,60,-1,3,217639,4,9,-1,6,0,2,7,0,62010,1,550,4,112093,1,67,69,67,70,2,139,40,72,71,2,1,49,217639,1,66720,38,217639,1,0,6,79,4,217639,3,111575,0,66720,0,0,2,0,217639,0,0,6,0,217639,5,0,0,0,39,8000000,39,69,7,39,1,9,191547,217639,4,0,5,353,0,-1,39,139424,71
111588,76,1,255,7000,1,1,2006,153,1,5,35,153,2,1,Gyeongnam FC,153,58,-1,4,204714,4,3,-1,5,0,2,2,0,15116,1,101,5,1475,1,66,64,66,65,2,128,71,60,62,1,1,54,204714,1,1069189,34,205156,1,0,0,74,4,221493,4,111588,0,86149,2,0,2,0,205156,2,0,4,0,204714,0,0,0,0,73,2940000,74,65,5,71,3,9,238224,204714,4,0,1,353,0,-1,64,542853,65
111592,6,0,0,0,0,0,2000,0,0,0,0,0,0,0,NG - FA,0,50,-1,0,1,4,5,-1,4,0,0,5,0,0,0,0,4,1,0,0,0,0,0,2,0,50,0,0,0,0,50,1,1,0,50,1,0,0,0,50,2,1,5,111592,0,0,0,0,2,2,1,0,1,2,0,1,0,0,0,0,50,0,50,0,4,50,5,0,1,1,2,0,5,353,0,-1,50,0,0
111596,141,97,0,0,255,255,1996,0,161,0,41,97,0,255,MLS All Stars,161,55,154,0,230977,4,10,-1,5,0,2,0,0,61500,0,115,6,45,0,77,77,77,77,2,-37,50,72,72,0,0,65,230977,1,0,50,230977,0,0,0,55,2,230977,0,111596,0,0,0,0,2,2,230977,0,1,2,0,230977,0,0,0,0,65,0,65,77,6,50,0,-5,207877,230977,2,0,10,353,0,-1,50,0,77
111651,66,0,240,295000,255,255,2006,68,0,2,44,84,2,255,Toronto FC,97,74,-1,2,184431,4,8,-1,7,1,2,5,0,30000,1,486,6,111139,1,72,72,72,79,2,-79,37,69,71,1,0,60,155887,0,296096,54,184431,1,0,0,60,4,189508,4,111651,0,296096,1,0,2,0,155887,0,0,6,0,184431,1,0,0,1,40,5000000,40,72,6,40,5,-5,184431,184431,2,0,4,353,0,-1,40,296096,81
111657,122,255,255,45000,164,29,1928,255,0,3,41,255,3,93,Frosinone,0,74,-1,2,201313,4,2,-1,2,0,2,4,0,16125,1,170,3,199,1,71,71,70,74,2,13,49,70,72,1,0,33,201313,0,148740,63,201313,1,0,0,53,2,201313,4,111657,0,303364,0,0,2,0,198223,1,0,3,0,201313,0,0,0,0,51,6975000,61,73,3,43,6,1,201313,201313,2,0,1,353,0,-1,43,542980,73
111660,150,255,255,1600,79,27,2013,58,255,2,57,111,2,34,Vendsyssel FF,215,43,-1,1,243704,4,1,-1,4,0,2,1,0,5000,1,678,4,112425,1,63,63,63,63,2,9,67,64,63,1,0,32,243706,1,1056816,56,243704,1,0,0,41,2,243704,5,111660,0,1052720,2,0,2,0,205533,2,0,2,0,243704,0,0,0,0,71,500000,62,63,5,71,6,1,215688,243704,2,0,1,353,0,-1,56,526384,63
111674,124,255,255,7300,1,255,1947,1,255,1,24,1,4,128,Al Shabab,1,43,-1,1,225359,4,7,-1,4,0,2,4,0,62685,1,405,4,112139,1,66,67,67,68,2,46,49,67,67,0,0,41,225359,2,73729,33,213102,0,0,3,43,4,208974,7,111674,0,1056769,0,0,2,0,191834,1,1,2,0,225359,6,0,0,1,51,3049575,41,67,4,43,3,3,225359,225359,9,0,4,353,0,-1,33,526337,71
111678,142,28,237,61000,1,1,2007,255,36,1,32,255,2,1,Club Tijuana,255,75,-1,2,187205,4,5,-1,4,0,2,5,0,27333,1,481,3,110781,2,71,71,72,69,2,-116,70,71,69,1,0,35,187205,0,69680,65,187205,0,0,0,55,4,187205,5,111678,0,299056,1,0,2,0,156421,2,1,2,0,223248,1,0,0,0,70,8963188,77,70,3,69,5,-8,223248,223248,7,0,6,353,0,-1,35,1056816,69
111705,68,1,1,1500,1,255,1942,1,1,2,59,25,3,1,IF Brommapojkarna,10,43,-1,1,229263,4,1,-1,3,0,2,1,0,5000,1,464,4,710,1,61,64,62,60,2,18,40,65,61,1,0,35,241653,1,525312,34,229263,1,0,0,39,2,192191,8,111705,0,1049600,2,0,2,0,198540,0,0,5,0,192191,0,0,0,0,40,500000,55,61,5,35,6,1,192191,192191,2,0,1,353,0,-1,55,1052672,63
111706,36,58,1,34000,138,1,1921,250,138,2,-32,250,3,58,Godoy Cruz,250,75,-1,2,204385,4,6,-1,5,0,2,3,0,42500,2,189,6,111713,1,65,67,64,71,2,-68,52,69,68,1,1,54,231360,1,74024,64,244946,1,0,0,54,2,242546,5,111706,0,319784,0,0,2,0,204385,1,0,3,0,204385,0,0,0,0,52,5000000,44,66,6,41,6,-3,204385,204385,7,0,6,353,0,-1,64,526632,70
111707,36,221,255,5200,42,65,1913,255,1,2,-38,255,3,166,Aldosivi,255,25,-1,0,219879,4,1,-1,3,0,2,1,0,35180,2,304,4,111715,1,66,68,66,68,2,-57,73,67,66,1,1,39,219879,1,1069064,56,219879,0,0,0,29,4,219879,3,111707,0,544776,2,0,2,0,143598,2,0,2,0,219879,0,0,0,0,69,500000,72,68,4,71,8,-3,206005,219879,7,0,1,353,0,-1,76,542728,70
111708,36,255,255,10000,241,98,1902,255,255,1,-26,255,5,188,Atlético Tucumán,255,68,-1,4,192906,4,4,-1,4,0,1,3,0,35200,2,423,5,111713,1,70,70,71,67,2,-65,50,70,70,1,1,45,192906,2,1106184,45,192906,1,0,0,65,4,192906,2,111708,0,155912,1,0,2,0,156483,1,0,2,0,192906,0,0,0,0,53,2000000,57,70,3,59,8,-3,192906,192906,7,1,2,353,0,-1,75,542984,67
111710,36,216,249,18100,51,5,1935,255,5,3,-34,255,2,114,Defensa y Justicia,255,60,-1,4,239301,4,6,-1,5,0,2,3,0,18000,2,164,4,110581,1,70,69,69,67,2,-58,40,69,69,1,1,69,239301,0,66697,28,214988,1,0,0,79,4,214988,4,111710,0,66697,2,0,2,0,222511,0,1,6,0,239301,0,0,0,1,39,3200000,39,69,4,39,7,-3,142822,239301,7,0,3,353,0,-1,39,1049737,67
111711,36,255,255,18300,8,251,1908,255,255,3,-34,255,3,5,Huracán,255,27,-1,0,142592,4,7,-1,2,0,2,5,0,48314,2,82,3,1013,1,69,71,70,72,2,-58,67,70,69,1,1,27,142592,1,575744,58,142592,0,0,1,29,2,142592,4,111711,0,526592,0,0,2,0,191443,3,1,2,0,142592,5,0,0,0,73,4800000,78,71,3,58,5,-3,142592,142592,7,0,7,353,0,-1,58,526592,72
111713,36,145,1,7500,1,1,1907,255,60,2,-31,255,3,1,San Martín de San Juan,255,28,-1,0,143107,4,2,-1,2,0,2,2,0,24000,2,421,2,111706,1,65,65,65,64,2,-68,38,65,65,1,1,21,143107,1,99328,53,143107,0,0,0,25,2,143107,4,111713,0,558080,1,0,2,0,184422,0,0,3,0,143107,0,0,0,0,39,1500000,59,66,2,39,4,-3,172094,143107,7,0,1,353,0,-1,59,532480,64
111714,36,0,235,6500,255,255,1909,235,0,4,-26,0,6,255,San Martin de Tucumán,0,25,-1,0,185064,4,1,-1,4,0,2,1,0,20250,2,423,4,111708,1,65,67,65,67,2,-65,49,66,66,1,1,35,185064,1,528448,61,216698,1,0,0,20,4,216698,3,111714,0,565312,1,0,2,0,172092,1,0,2,0,185064,0,0,0,1,49,500000,51,67,4,31,8,-3,172092,185064,7,0,1,353,0,-1,41,526400,66
111715,36,51,11,19000,37,210,1902,11,123,2,-34,51,3,1,Tigre,123,45,-1,1,186745,4,4,-1,4,0,1,3,0,26282,2,514,3,101088,1,71,69,70,71,2,-58,69,67,68,1,1,34,193535,1,1089792,44,210784,1,0,0,48,2,214660,6,111715,0,1052928,2,0,2,0,215196,2,0,2,0,210784,0,0,0,0,67,3500000,64,70,3,78,4,-3,182864,210784,7,0,3,353,0,-1,44,135424,70
111716,36,255,255,15000,21,200,1907,255,255,3,-31,255,2,30,Unión Santa Fe,255,76,-1,2,233057,4,6,-1,4,0,2,3,0,26000,2,431,6,110406,1,70,69,70,68,2,-60,67,69,68,1,1,42,232546,1,315448,72,232546,0,0,0,52,4,232546,5,111716,0,315448,1,0,2,0,159520,2,0,2,0,232546,0,0,0,0,69,3000000,74,68,6,63,6,-3,226811,233057,7,0,5,353,0,-1,72,575544,69
111722,74,9,156,8700,1,255,1954,156,19,4,4,9,2,255,Deportes Tolima,19,49,-1,1,236747,4,9,-1,4,0,2,3,0,30000,2,224,6,112528,1,69,70,70,69,2,-75,51,70,69,1,1,63,236747,1,90134,65,236747,1,0,1,39,5,236747,4,111722,0,1105942,1,0,2,0,214135,1,1,2,0,236747,1,0,0,0,53,3000000,63,69,6,39,6,-5,199964,236747,7,0,6,353,0,-1,65,559126,69
111723,74,40,188,4500,133,57,1949,255,38,1,1,200,4,49,Deportivo Pasto,1,58,-1,4,214091,4,3,-1,5,0,2,2,0,20665,2,422,5,101106,1,66,65,65,66,2,-77,39,65,66,1,1,34,214091,2,1049088,38,214091,1,0,0,74,4,214091,3,111723,0,66560,2,0,2,0,214091,0,0,6,0,214091,1,0,0,0,39,2000000,34,66,5,34,3,-5,213985,214091,7,0,2,353,0,-1,34,69632,66
111724,134,128,255,105000,255,255,1956,1,1,4,36,1,2,255,Shandong Luneng Taishan,255,44,-1,1,182343,4,6,-1,4,0,2,4,0,56808,1,234,5,111839,1,64,69,65,76,2,116,36,69,69,0,0,36,182343,0,1066049,35,182343,0,0,5,41,4,182343,3,111724,0,1066049,2,0,2,0,182343,0,0,5,0,182343,4,0,0,0,36,14490000,46,68,5,36,4,8,138456,182343,4,1,3,353,0,-1,76,1066049,76
111730,139,204,153,23500,1,1,1996,255,255,3,35,255,3,1,Kawasaki Frontale,255,66,-1,4,180754,4,8,-1,4,0,2,4,0,26827,0,548,5,101150,1,68,70,70,76,2,139,38,69,68,1,0,59,180754,1,99464,48,180754,1,0,0,69,4,180754,4,111730,0,132232,2,0,2,0,233138,0,0,2,0,180754,1,0,0,0,39,5200000,49,69,5,39,5,9,233138,180754,4,0,5,353,0,-1,49,1056904,79
111766,126,210,254,5000,1,1,2007,255,6,1,-41,255,1,1,Wellington Phoenix,255,43,-1,1,181491,4,2,-1,4,0,2,1,0,34500,1,524,3,111399,0,62,63,62,66,2,174,51,62,62,1,0,48,195620,1,66628,60,181491,0,0,0,49,4,195620,4,111766,0,1073220,0,0,2,0,180746,1,0,2,0,195620,0,0,0,0,53,2000000,48,63,5,69,6,12,195620,181491,2,0,1,353,0,-1,80,526404,66
111768,134,153,1,696000,255,255,1951,255,1,3,39,255,3,255,Beijing Sinobo Guoan,1,25,-1,0,198164,4,7,-1,4,0,1,6,0,66161,1,43,3,110955,1,73,69,73,73,2,116,36,64,64,0,0,26,169195,1,115976,50,169195,0,0,4,27,2,169195,4,111768,0,574728,0,0,2,0,169195,0,1,2,0,198164,6,0,0,0,36,62097120,31,69,3,31,3,8,198951,198164,4,0,4,353,0,-1,71,542984,73
111769,134,1,255,20000,255,255,1996,255,1,1,43,255,1,255,Changchun Yatai,1,29,-1,0,162280,4,3,-1,2,0,2,3,0,25000,1,100,4,111768,1,64,67,65,66,2,125,70,65,63,1,0,37,185195,0,542752,50,185195,0,0,0,25,4,221976,7,111769,0,542752,1,0,2,0,202855,3,0,2,0,221972,1,0,0,0,67,5333333,70,66,2,70,5,8,185195,162280,4,0,2,353,0,-1,70,1073184,66
111774,134,255,255,80000,153,76,1951,1,255,5,39,1,5,1,Tianjin Teda,1,43,-1,1,221847,4,4,-1,4,0,2,4,0,54696,1,480,6,111768,1,59,62,59,64,2,117,51,62,63,0,0,68,221847,1,1073216,60,223298,0,0,2,46,2,222622,4,111774,0,1073216,0,0,2,0,182360,1,1,2,0,221847,3,0,0,0,53,16800000,68,63,6,46,2,8,182360,221847,4,0,2,353,0,-1,80,1073216,65
111779,134,1,204,77400,204,1,1958,255,1,5,34,255,3,1,Henan Jianye,255,27,-1,0,231138,4,4,-1,2,0,2,3,0,29000,1,538,4,111768,1,61,64,61,69,2,113,73,61,61,0,0,26,178253,1,548936,48,231138,1,0,0,26,4,231138,3,111779,0,542792,2,0,2,0,186970,3,0,2,0,231138,0,0,0,0,69,14082930,78,64,2,58,3,8,152718,231138,4,0,2,353,0,-1,78,542792,69
111817,137,28,13,10000,255,255,1969,29,68,1,48,62,3,255,Paris FC,148,44,-1,1,193376,4,6,-1,4,0,2,1,0,20000,0,373,5,73,1,66,67,66,65,2,2,53,67,66,0,0,65,193376,1,1056768,39,193376,1,0,0,47,2,193376,4,111817,0,1056768,0,0,2,0,208857,1,0,2,0,227547,0,0,0,1,52,3700000,65,66,5,67,4,1,234619,227547,2,0,1,353,0,-1,39,526336,65
111821,77,2,207,12600,1,1,1905,255,38,1,48,255,1,1,Admira Wacker,255,48,-1,1,183691,4,5,-1,4,0,1,2,0,12000,1,305,4,1785,1,64,63,62,65,2,16,50,64,64,1,0,67,183691,1,303108,61,183691,0,0,6,31,2,183691,8,111821,0,1089540,1,0,2,0,183691,1,0,2,0,183691,9,0,1,1,49,2810000,67,64,4,31,8,1,211618,183691,2,0,2,353,0,-1,41,1052676,65
111822,77,255,255,2800,1,1,1931,252,255,5,46,252,7,1,Wolfsberger AC,252,29,-1,0,135190,4,2,-1,2,0,2,4,0,8100,1,529,3,209,1,64,66,66,64,2,14,72,67,65,1,0,25,135190,1,1069064,60,135190,1,0,0,29,2,135190,2,111822,0,526344,1,0,2,0,190592,3,0,2,0,135190,0,0,0,0,70,625000,80,64,3,80,5,1,135190,135190,2,0,1,353,0,-1,60,542728,64
111839,134,1,204,900000,255,255,1954,255,1,5,23,204,5,255,Guangzhou Evergrande Taobao,1,45,-1,1,212523,4,10,-1,4,0,1,6,0,58500,1,199,4,111724,1,72,71,71,75,2,113,50,68,69,2,0,32,158293,1,1066022,50,182411,0,0,2,49,2,158293,3,111839,0,1073190,0,0,2,0,158293,1,0,5,0,212523,7,0,0,0,53,54450000,32,72,3,49,5,8,212523,212523,4,0,6,353,0,-1,80,1073190,74
111928,66,60,1,235000,1,1,1994,255,166,1,37,255,2,1,San Jose Earthquakes,255,26,-1,0,205401,4,3,-1,2,0,1,4,0,18000,1,420,2,697,1,69,68,69,70,2,-121,73,66,68,1,0,23,205401,1,561216,32,208437,1,0,0,23,2,205401,3,111928,0,561216,0,0,2,0,164559,2,0,2,0,205401,2,0,0,0,71,5000000,64,69,2,63,5,-8,208437,205401,2,0,2,353,0,-1,62,561216,70
111974,122,102,0,94000,1,1,1920,255,0,2,44,255,3,1,Sassuolo,255,68,-1,4,210935,4,6,-1,4,0,2,3,0,21584,1,438,3,189,1,75,75,75,76,2,10,36,72,73,1,0,38,149185,0,99332,52,210935,0,0,0,68,2,210935,5,111974,0,132100,1,0,2,0,149185,0,1,4,0,210935,0,0,1,0,38,13000000,48,75,3,38,3,1,210935,210935,2,0,4,353,0,-1,48,139268,77
111993,6,0,191,13000,255,255,1973,191,0,2,45,0,4,255,Cittadella,0,48,-1,1,188499,4,4,-1,4,0,2,1,0,7623,1,571,5,206,1,68,68,69,66,2,11,40,69,66,1,0,45,188499,1,99330,53,188499,0,0,0,47,2,188499,9,111993,0,1065986,2,0,2,0,188499,0,0,3,0,188499,0,0,0,0,39,2704000,39,67,5,39,10,1,188499,188499,2,0,1,353,0,-1,79,548866,66
112001,119,255,255,2550,76,34,1912,255,255,3,-20,255,2,177,América Mineiro,255,49,-1,1,230469,4,2,-1,3,0,2,3,0,23018,0,44,3,1035,1,72,71,72,71,2,-44,72,71,71,1,0,61,230469,1,1073472,43,230469,1,0,0,35,4,230469,4,112001,0,1052992,2,0,2,0,230400,2,1,2,0,230469,0,0,0,0,72,760000,71,71,3,65,7,-3,230257,230469,7,0,2,353,0,-1,43,1069376,71
112019,74,255,255,3500,96,65,2002,251,255,1,5,88,1,52,Boyacá Chicó FC,1,26,-1,0,221302,4,1,-1,5,0,2,1,0,20630,2,496,6,112527,1,63,62,63,65,2,-73,73,61,63,1,1,25,221302,2,1052741,52,187379,0,0,0,29,4,187379,3,112019,0,528453,2,0,2,0,242467,2,0,2,0,187379,1,0,0,0,71,800000,68,63,6,75,6,-5,242467,187379,7,0,1,353,0,-1,52,526405,65
112026,6,255,255,30000,25,250,1929,255,18,2,41,255,5,25,Benevento,18,74,-1,2,185144,4,9,-1,4,0,2,5,0,17554,1,572,4,110373,1,70,72,72,71,2,14,52,71,71,1,0,37,173160,0,132096,37,173160,1,0,0,57,2,173160,3,112026,0,270336,0,0,2,0,149184,1,0,3,0,185144,0,0,0,0,50,9300000,69,70,4,35,2,1,185144,185144,2,0,1,353,0,-1,37,270336,71
112075,77,240,230,6700,255,70,2000,255,45,10,48,1,10,60,SKN St. Pölten,1,44,-1,1,190508,4,1,-1,4,0,2,1,0,8000,1,587,4,111821,1,62,63,62,65,2,15,67,59,61,1,0,56,190508,1,1085440,76,223429,1,0,0,41,2,223429,5,112075,0,1085440,2,0,2,0,190508,2,1,3,0,190508,0,0,0,0,69,2700100,66,63,4,71,4,1,190508,190508,2,0,1,353,0,-1,36,542720,65
112092,139,1,204,14200,255,255,1991,255,1,2,35,128,3,255,Nagoya Grampus,1,68,-1,4,140384,4,4,-1,6,0,2,5,0,20223,1,549,3,101144,1,62,66,63,70,2,136,72,63,65,1,0,38,140384,1,167936,68,232793,1,0,2,58,2,232793,6,112092,0,167936,2,0,2,0,232576,2,0,3,0,140384,1,0,0,1,73,4100000,71,66,3,64,4,9,140384,140384,4,0,3,353,0,-1,48,542720,71
112093,139,1,1,16700,1,1,1991,255,153,2,34,255,2,1,Gamba Osaka,255,47,-1,1,140196,4,8,-1,4,0,2,5,0,39694,2,544,4,111575,1,63,67,64,70,2,135,37,66,66,1,0,47,140196,1,73730,52,140196,1,0,5,44,4,140196,3,112093,0,1049602,0,0,2,0,140196,0,0,4,0,140196,2,0,0,0,38,5100000,58,67,4,38,4,9,140196,140196,4,0,5,353,0,-1,58,1056770,71
112096,124,1,255,6480,1,1,1945,255,1,2,26,255,2,153,Al Ettifaq,255,47,-1,1,215018,4,6,-1,4,0,2,3,0,21701,1,591,4,112391,1,67,66,68,67,2,50,50,63,64,1,0,62,215018,2,1049617,58,224962,1,0,2,45,5,215018,9,112096,0,1056785,2,0,2,0,198962,1,1,2,0,215018,2,0,0,0,51,1986120,62,65,4,65,6,3,215018,215018,9,0,4,353,0,-1,58,1056785,72
112115,76,128,255,7000,51,1,2008,255,1,4,37,255,2,102,Gangwon FC,255,49,-1,1,165911,4,2,-1,4,0,1,1,0,18156,1,174,6,1474,1,63,65,61,70,2,128,53,62,65,1,1,60,165911,1,1073160,56,165911,0,0,0,37,4,165911,6,112115,0,1073160,2,0,2,0,204104,1,0,2,0,165911,0,0,0,0,49,2600000,60,66,6,57,6,9,204104,165911,4,0,1,353,0,-1,76,542728,70
112116,125,150,100,14500,255,255,1955,177,255,2,-34,207,2,255,O'Higgins,245,74,-1,2,223105,4,8,-1,7,0,2,4,0,15600,1,395,3,111327,1,66,67,66,68,2,-70,37,66,66,1,0,37,224134,0,286848,46,216047,0,0,0,57,2,216047,5,112116,0,279680,1,0,2,0,176895,0,0,5,0,223105,1,0,0,0,37,3871500,37,67,3,37,6,-3,135647,223105,7,0,3,353,0,-1,67,548992,68
112134,66,10,0,170000,68,171,2008,78,68,2,40,143,2,138,Philadelphia Union,201,43,-1,1,177390,4,4,-1,4,0,2,2,0,18500,1,104,3,689,1,71,68,71,68,2,-75,38,66,66,1,0,53,177390,1,1049604,41,191173,1,0,0,35,2,191173,5,112134,0,1049604,1,0,2,0,191173,0,0,2,0,177390,0,0,1,1,37,5000000,47,69,4,37,5,-5,181271,177390,2,0,1,353,0,-1,47,1056772,68
112139,124,204,255,23780,204,1,1955,255,1,3,24,255,3,1,Al Nassr,255,66,-1,4,209281,4,8,-1,5,0,2,5,0,62685,1,405,3,605,1,73,73,74,70,2,46,37,69,68,1,0,51,228627,1,99457,50,184942,1,0,6,61,4,209281,2,112139,0,164993,0,0,2,0,208923,0,1,5,0,209281,7,0,0,0,36,8259270,31,72,3,31,2,3,208916,209281,9,0,5,353,0,-1,31,303233,70
112162,134,1,1,144000,255,255,1958,255,255,4,32,204,4,255,Jiangsu Suning,1,49,-1,1,178311,4,7,-1,4,0,2,5,0,61443,1,336,3,110955,1,60,65,60,73,2,118,51,66,66,1,0,48,222240,1,1056809,54,222240,0,0,1,41,2,222240,3,112162,0,1056809,0,0,2,0,222342,1,1,2,0,178311,0,0,0,0,52,30758400,48,65,3,61,1,8,178311,178311,4,0,4,353,0,-1,54,1056809,74
